,box,angry,disgust,fear,happy,sad,surprise,neutral
23,"(314, 228, 121, 121)",0.0,0.0,0.03,0.77,0.0,0.03,0.17
24,"(315, 229, 121, 121)",0.0,0.0,0.03,0.86,0.0,0.02,0.09
25,"(314, 227, 123, 123)",0.0,0.0,0.04,0.8,0.0,0.03,0.12
26,"(313, 228, 121, 121)",0.0,0.0,0.05,0.75,0.0,0.03,0.16
27,"(316, 228, 122, 122)",0.01,0.0,0.05,0.65,0.01,0.04,0.25
28,"(314, 228, 122, 122)",0.0,0.0,0.03,0.78,0.0,0.02,0.17
29,"(316, 228, 122, 122)",0.0,0.0,0.03,0.72,0.0,0.01,0.24
30,"(316, 229, 121, 121)",0.0,0.0,0.04,0.72,0.01,0.03,0.2
31,"(315, 228, 122, 122)",0.0,0.0,0.03,0.72,0.01,0.01,0.23
32,"(315, 229, 121, 121)",0.0,0.0,0.05,0.73,0.0,0.04,0.17
33,"(313, 226, 123, 123)",0.0,0.0,0.03,0.81,0.0,0.01,0.15
34,"(315, 228, 122, 122)",0.0,0.0,0.02,0.79,0.0,0.01,0.17
35,"(314, 228, 123, 123)",0.0,0.0,0.02,0.69,0.0,0.01,0.27
36,"(312, 226, 124, 124)",0.0,0.0,0.02,0.82,0.0,0.03,0.12
37,"(315, 228, 123, 123)",0.0,0.0,0.02,0.85,0.0,0.01,0.12
38,"(315, 227, 125, 125)",0.0,0.0,0.01,0.88,0.0,0.02,0.08
39,"(315, 229, 122, 122)",0.0,0.0,0.02,0.8,0.0,0.01,0.17
40,"(316, 229, 121, 121)",0.0,0.0,0.02,0.82,0.0,0.01,0.16
41,"(314, 228, 123, 123)",0.0,0.0,0.02,0.74,0.0,0.02,0.21
42,"(316, 229, 122, 122)",0.0,0.0,0.05,0.74,0.01,0.03,0.17
43,"(313, 228, 125, 125)",0.0,0.0,0.03,0.82,0.01,0.02,0.11
44,"(315, 230, 120, 120)",0.0,0.0,0.03,0.75,0.01,0.01,0.2
45,"(313, 228, 122, 122)",0.0,0.0,0.04,0.75,0.01,0.01,0.2
46,"(314, 227, 123, 123)",0.0,0.0,0.03,0.73,0.01,0.01,0.22
47,"(314, 228, 122, 122)",0.0,0.0,0.02,0.77,0.0,0.01,0.19
48,"(314, 228, 122, 122)",0.0,0.0,0.02,0.74,0.01,0.01,0.22
49,"(314, 226, 123, 123)",0.0,0.0,0.03,0.75,0.01,0.01,0.21
50,"(316, 222, 123, 123)",0.01,0.0,0.09,0.52,0.02,0.01,0.35
51,"(316, 218, 121, 121)",0.01,0.0,0.04,0.61,0.03,0.0,0.32
52,"(317, 212, 123, 123)",0.01,0.0,0.05,0.53,0.05,0.0,0.36
53,"(314, 207, 124, 124)",0.0,0.0,0.03,0.66,0.01,0.0,0.29
54,"(315, 205, 122, 122)",0.0,0.0,0.06,0.65,0.01,0.01,0.28
55,"(314, 203, 124, 124)",0.0,0.0,0.04,0.73,0.0,0.01,0.22
56,"(317, 203, 124, 124)",0.0,0.0,0.05,0.72,0.01,0.01,0.21
57,"(318, 202, 124, 124)",0.0,0.0,0.06,0.6,0.01,0.01,0.33
58,"(315, 199, 124, 124)",0.0,0.0,0.08,0.46,0.02,0.01,0.43
59,"(315, 195, 123, 123)",0.0,0.0,0.07,0.41,0.03,0.01,0.48
60,"(315, 188, 126, 126)",0.01,0.0,0.03,0.43,0.03,0.0,0.5
61,"(313, 184, 128, 128)",0.0,0.0,0.02,0.6,0.01,0.0,0.36
62,"(314, 184, 128, 128)",0.0,0.0,0.03,0.7,0.01,0.01,0.25
63,"(309, 185, 132, 132)",0.02,0.0,0.03,0.65,0.07,0.01,0.22
64,"(306, 193, 134, 134)",0.13,0.0,0.11,0.33,0.22,0.01,0.2
65,"(305, 206, 126, 126)",0.11,0.0,0.12,0.38,0.21,0.01,0.16
66,"(305, 212, 126, 126)",0.08,0.0,0.11,0.29,0.18,0.02,0.32
67,"(306, 219, 125, 125)",0.02,0.0,0.03,0.42,0.07,0.01,0.45
68,"(306, 223, 124, 124)",0.0,0.0,0.05,0.55,0.02,0.03,0.35
69,"(306, 223, 123, 123)",0.0,0.0,0.02,0.7,0.0,0.02,0.25
70,"(305, 221, 123, 123)",0.0,0.0,0.02,0.7,0.0,0.02,0.25
71,"(306, 219, 124, 124)",0.0,0.0,0.03,0.81,0.0,0.01,0.14
72,"(304, 214, 129, 129)",0.0,0.0,0.02,0.67,0.0,0.01,0.3
73,"(307, 213, 129, 129)",0.0,0.0,0.05,0.54,0.01,0.02,0.38
74,"(306, 213, 129, 129)",0.0,0.0,0.04,0.7,0.0,0.02,0.24
75,"(307, 213, 129, 129)",0.0,0.0,0.03,0.85,0.0,0.03,0.09
76,"(308, 213, 128, 128)",0.0,0.0,0.06,0.76,0.0,0.05,0.13
77,"(305, 212, 129, 129)",0.0,0.0,0.03,0.71,0.0,0.02,0.24
78,"(307, 213, 126, 126)",0.0,0.0,0.07,0.64,0.0,0.05,0.24
79,"(306, 214, 126, 126)",0.0,0.0,0.09,0.62,0.01,0.06,0.21
80,"(307, 215, 125, 125)",0.0,0.0,0.08,0.66,0.01,0.02,0.23
81,"(307, 213, 126, 126)",0.0,0.0,0.08,0.72,0.0,0.03,0.16
82,"(308, 211, 129, 129)",0.0,0.0,0.05,0.8,0.0,0.04,0.12
83,"(308, 212, 129, 129)",0.0,0.0,0.05,0.7,0.0,0.01,0.23
84,"(310, 214, 126, 126)",0.01,0.0,0.15,0.55,0.01,0.09,0.2
85,"(308, 212, 129, 129)",0.0,0.0,0.08,0.66,0.0,0.03,0.23
86,"(309, 212, 128, 128)",0.0,0.0,0.1,0.65,0.01,0.04,0.2
87,"(309, 212, 128, 128)",0.0,0.0,0.09,0.74,0.0,0.06,0.1
88,"(306, 214, 128, 128)",0.0,0.0,0.03,0.79,0.0,0.03,0.14
89,"(309, 212, 128, 128)",0.0,0.0,0.06,0.72,0.0,0.07,0.14
90,"(308, 211, 129, 129)",0.0,0.0,0.03,0.78,0.0,0.04,0.15
91,"(309, 212, 128, 128)",0.0,0.0,0.07,0.72,0.0,0.04,0.16
92,"(306, 212, 130, 130)",0.0,0.0,0.02,0.78,0.0,0.01,0.18
93,"(306, 212, 131, 131)",0.0,0.0,0.02,0.78,0.0,0.03,0.17
94,"(307, 212, 130, 130)",0.0,0.0,0.02,0.78,0.0,0.02,0.17
95,"(307, 213, 128, 128)",0.0,0.0,0.02,0.77,0.0,0.01,0.19
96,"(307, 213, 129, 129)",0.01,0.0,0.05,0.56,0.01,0.05,0.33
97,"(307, 211, 129, 129)",0.0,0.0,0.02,0.78,0.0,0.02,0.17
98,"(308, 213, 126, 126)",0.0,0.0,0.06,0.76,0.0,0.02,0.16
99,"(310, 213, 127, 127)",0.0,0.0,0.06,0.7,0.0,0.03,0.2
100,"(306, 212, 131, 131)",0.0,0.0,0.02,0.78,0.0,0.02,0.18
101,"(309, 212, 128, 128)",0.0,0.0,0.03,0.76,0.0,0.02,0.19
102,"(308, 213, 127, 127)",0.0,0.0,0.03,0.77,0.0,0.02,0.17
103,"(309, 212, 128, 128)",0.0,0.0,0.05,0.8,0.0,0.01,0.13
104,"(311, 213, 126, 126)",0.0,0.0,0.08,0.72,0.01,0.03,0.15
105,"(309, 213, 128, 128)",0.0,0.0,0.05,0.79,0.0,0.02,0.13
106,"(309, 214, 124, 124)",0.0,0.0,0.05,0.77,0.0,0.02,0.15
107,"(308, 213, 126, 126)",0.0,0.0,0.05,0.72,0.0,0.01,0.2
108,"(310, 212, 127, 127)",0.0,0.0,0.08,0.63,0.01,0.02,0.25
109,"(309, 212, 128, 128)",0.0,0.0,0.06,0.82,0.0,0.02,0.09
110,"(308, 213, 127, 127)",0.0,0.0,0.08,0.74,0.01,0.02,0.14
111,"(307, 213, 127, 127)",0.0,0.0,0.04,0.74,0.0,0.02,0.19
112,"(308, 213, 125, 125)",0.0,0.0,0.11,0.6,0.01,0.04,0.24
113,"(308, 214, 123, 123)",0.0,0.0,0.05,0.75,0.01,0.02,0.16
114,"(309, 213, 126, 126)",0.0,0.0,0.04,0.67,0.01,0.01,0.27
115,"(306, 214, 126, 126)",0.0,0.0,0.01,0.8,0.0,0.01,0.17
116,"(306, 217, 124, 124)",0.0,0.0,0.03,0.71,0.01,0.01,0.24
117,"(305, 219, 124, 124)",0.0,0.0,0.02,0.59,0.01,0.01,0.36
118,"(307, 221, 122, 122)",0.0,0.0,0.02,0.71,0.01,0.01,0.25
119,"(308, 221, 123, 123)",0.0,0.0,0.04,0.69,0.01,0.02,0.24
120,"(306, 221, 122, 122)",0.0,0.0,0.03,0.55,0.01,0.02,0.39
121,"(307, 220, 122, 122)",0.0,0.0,0.06,0.55,0.01,0.05,0.32
122,"(307, 218, 124, 124)",0.0,0.0,0.06,0.64,0.01,0.04,0.25
123,"(307, 216, 127, 127)",0.0,0.0,0.02,0.57,0.01,0.01,0.4
124,"(308, 214, 126, 126)",0.0,0.0,0.04,0.61,0.01,0.01,0.33
125,"(309, 214, 127, 127)",0.0,0.0,0.04,0.54,0.0,0.03,0.37
126,"(307, 213, 126, 126)",0.0,0.0,0.06,0.47,0.01,0.05,0.41
127,"(308, 213, 125, 125)",0.0,0.0,0.11,0.63,0.01,0.03,0.22
128,"(307, 212, 126, 126)",0.0,0.0,0.11,0.61,0.01,0.05,0.21
129,"(307, 213, 126, 126)",0.01,0.0,0.11,0.42,0.01,0.06,0.39
130,"(307, 213, 126, 126)",0.0,0.0,0.07,0.54,0.01,0.02,0.36
131,"(308, 213, 126, 126)",0.01,0.0,0.16,0.38,0.01,0.1,0.34
132,"(307, 213, 125, 125)",0.0,0.0,0.15,0.62,0.01,0.05,0.17
133,"(308, 212, 125, 125)",0.01,0.0,0.24,0.5,0.01,0.13,0.12
134,"(308, 213, 125, 125)",0.0,0.0,0.13,0.66,0.01,0.08,0.12
135,"(308, 213, 125, 125)",0.0,0.0,0.11,0.71,0.0,0.08,0.09
136,"(308, 213, 126, 126)",0.0,0.0,0.18,0.47,0.01,0.03,0.29
137,"(308, 213, 125, 125)",0.0,0.0,0.12,0.58,0.0,0.16,0.14
138,"(308, 213, 125, 125)",0.0,0.0,0.09,0.65,0.0,0.08,0.17
139,"(308, 213, 125, 125)",0.0,0.0,0.06,0.74,0.0,0.09,0.1
140,"(307, 213, 127, 127)",0.0,0.0,0.08,0.49,0.0,0.05,0.37
141,"(308, 213, 125, 125)",0.0,0.0,0.08,0.71,0.0,0.09,0.12
142,"(307, 213, 126, 126)",0.01,0.0,0.25,0.41,0.01,0.05,0.28
143,"(307, 213, 126, 126)",0.01,0.0,0.18,0.44,0.01,0.06,0.31
144,"(307, 213, 125, 125)",0.0,0.0,0.28,0.49,0.01,0.09,0.12
145,"(307, 213, 126, 126)",0.0,0.0,0.13,0.54,0.01,0.02,0.3
146,"(308, 213, 126, 126)",0.01,0.0,0.16,0.38,0.01,0.05,0.39
147,"(307, 213, 126, 126)",0.0,0.0,0.12,0.48,0.01,0.03,0.35
148,"(307, 213, 126, 126)",0.0,0.01,0.17,0.3,0.01,0.06,0.45
149,"(307, 212, 126, 126)",0.0,0.0,0.12,0.61,0.01,0.09,0.16
150,"(307, 213, 124, 124)",0.0,0.0,0.15,0.59,0.01,0.06,0.18
151,"(307, 212, 126, 126)",0.0,0.0,0.14,0.62,0.01,0.07,0.16
152,"(306, 212, 126, 126)",0.01,0.0,0.18,0.52,0.01,0.07,0.2
153,"(309, 213, 123, 123)",0.0,0.0,0.06,0.76,0.0,0.05,0.13
154,"(307, 212, 125, 125)",0.0,0.0,0.13,0.61,0.0,0.13,0.13
155,"(307, 212, 126, 126)",0.01,0.0,0.14,0.4,0.01,0.05,0.39
156,"(307, 212, 125, 125)",0.01,0.0,0.16,0.55,0.01,0.12,0.16
157,"(307, 212, 125, 125)",0.01,0.0,0.12,0.67,0.01,0.09,0.12
158,"(308, 212, 125, 125)",0.0,0.0,0.11,0.7,0.01,0.07,0.11
159,"(307, 212, 125, 125)",0.01,0.0,0.19,0.53,0.01,0.11,0.15
160,"(307, 212, 125, 125)",0.01,0.0,0.16,0.57,0.01,0.13,0.12
161,"(307, 212, 126, 126)",0.01,0.0,0.13,0.45,0.01,0.04,0.36
162,"(306, 213, 125, 125)",0.0,0.0,0.13,0.58,0.01,0.03,0.24
163,"(306, 212, 126, 126)",0.01,0.0,0.12,0.5,0.01,0.02,0.34
164,"(308, 212, 125, 125)",0.0,0.0,0.12,0.63,0.01,0.06,0.18
165,"(307, 213, 124, 124)",0.0,0.0,0.24,0.46,0.01,0.03,0.26
166,"(306, 212, 125, 125)",0.0,0.0,0.15,0.62,0.01,0.11,0.12
167,"(307, 212, 126, 126)",0.0,0.0,0.18,0.43,0.01,0.04,0.33
168,"(308, 212, 125, 125)",0.0,0.0,0.06,0.74,0.0,0.06,0.13
169,"(306, 212, 125, 125)",0.0,0.0,0.11,0.58,0.01,0.08,0.22
170,"(307, 212, 124, 124)",0.0,0.0,0.1,0.71,0.0,0.04,0.13
171,"(308, 213, 125, 125)",0.01,0.01,0.19,0.5,0.01,0.06,0.23
172,"(306, 212, 127, 127)",0.01,0.0,0.2,0.28,0.01,0.07,0.42
173,"(308, 212, 125, 125)",0.0,0.0,0.14,0.61,0.01,0.08,0.16
174,"(307, 212, 125, 125)",0.0,0.0,0.15,0.62,0.01,0.1,0.12
175,"(307, 212, 125, 125)",0.01,0.0,0.17,0.55,0.01,0.14,0.13
176,"(307, 212, 124, 124)",0.0,0.0,0.13,0.61,0.01,0.09,0.16
177,"(307, 212, 126, 126)",0.01,0.0,0.19,0.47,0.02,0.04,0.28
178,"(306, 212, 125, 125)",0.0,0.0,0.13,0.63,0.01,0.1,0.14
179,"(307, 212, 125, 125)",0.0,0.0,0.18,0.59,0.01,0.08,0.14
180,"(308, 212, 125, 125)",0.0,0.0,0.16,0.6,0.01,0.05,0.17
181,"(307, 212, 126, 126)",0.0,0.0,0.06,0.59,0.01,0.01,0.33
182,"(307, 210, 128, 128)",0.0,0.0,0.06,0.78,0.01,0.02,0.14
183,"(307, 212, 125, 125)",0.01,0.0,0.16,0.61,0.01,0.05,0.16
184,"(308, 212, 125, 125)",0.0,0.0,0.1,0.66,0.01,0.04,0.19
185,"(308, 212, 125, 125)",0.0,0.0,0.12,0.61,0.01,0.05,0.21
186,"(307, 212, 126, 126)",0.0,0.0,0.1,0.54,0.01,0.03,0.31
187,"(306, 211, 128, 128)",0.0,0.0,0.11,0.51,0.01,0.04,0.32
188,"(306, 212, 125, 125)",0.0,0.0,0.12,0.62,0.01,0.03,0.22
189,"(307, 212, 125, 125)",0.01,0.0,0.19,0.47,0.01,0.04,0.29
190,"(306, 211, 126, 126)",0.0,0.0,0.1,0.61,0.01,0.02,0.25
191,"(307, 211, 127, 127)",0.0,0.0,0.15,0.43,0.01,0.04,0.37
192,"(307, 212, 126, 126)",0.01,0.01,0.11,0.56,0.01,0.03,0.28
193,"(307, 211, 127, 127)",0.0,0.0,0.15,0.49,0.01,0.02,0.32
194,"(305, 211, 127, 127)",0.0,0.0,0.06,0.43,0.01,0.02,0.48
195,"(307, 212, 126, 126)",0.0,0.0,0.14,0.57,0.01,0.04,0.23
196,"(308, 211, 125, 125)",0.0,0.0,0.11,0.58,0.01,0.03,0.27
197,"(307, 211, 126, 126)",0.0,0.0,0.09,0.57,0.01,0.01,0.32
198,"(307, 211, 127, 127)",0.0,0.01,0.05,0.5,0.01,0.01,0.42
199,"(307, 210, 129, 129)",0.0,0.0,0.06,0.52,0.01,0.01,0.39
200,"(308, 211, 127, 127)",0.01,0.0,0.11,0.42,0.02,0.02,0.41
201,"(305, 209, 130, 130)",0.0,0.0,0.07,0.55,0.01,0.03,0.33
202,"(310, 209, 131, 131)",0.0,0.0,0.02,0.62,0.01,0.01,0.34
203,"(307, 212, 125, 125)",0.0,0.0,0.1,0.39,0.01,0.01,0.48
204,"(307, 211, 127, 127)",0.0,0.01,0.06,0.57,0.01,0.02,0.34
205,"(307, 211, 127, 127)",0.0,0.0,0.06,0.66,0.01,0.01,0.27
206,"(306, 210, 129, 129)",0.0,0.0,0.06,0.59,0.01,0.03,0.31
207,"(308, 211, 126, 126)",0.01,0.0,0.17,0.47,0.02,0.03,0.3
208,"(307, 211, 127, 127)",0.01,0.0,0.11,0.46,0.01,0.05,0.37
209,"(307, 211, 128, 128)",0.01,0.0,0.11,0.55,0.01,0.03,0.29
210,"(307, 211, 127, 127)",0.0,0.0,0.07,0.45,0.01,0.02,0.43
211,"(308, 211, 127, 127)",0.01,0.0,0.17,0.3,0.02,0.05,0.45
212,"(307, 211, 128, 128)",0.0,0.0,0.1,0.64,0.01,0.03,0.21
213,"(308, 211, 127, 127)",0.0,0.0,0.08,0.52,0.01,0.03,0.36
214,"(310, 206, 133, 133)",0.0,0.0,0.06,0.52,0.01,0.06,0.33
215,"(308, 211, 127, 127)",0.0,0.0,0.08,0.62,0.01,0.02,0.27
216,"(307, 211, 127, 127)",0.0,0.0,0.05,0.53,0.01,0.02,0.38
217,"(309, 208, 133, 133)",0.0,0.0,0.06,0.39,0.02,0.03,0.5
218,"(306, 211, 128, 128)",0.01,0.0,0.07,0.62,0.01,0.03,0.26
219,"(309, 211, 128, 128)",0.0,0.0,0.11,0.46,0.02,0.03,0.38
220,"(310, 207, 133, 133)",0.0,0.0,0.06,0.21,0.01,0.04,0.67
221,"(307, 212, 126, 126)",0.01,0.0,0.07,0.5,0.01,0.03,0.38
222,"(307, 211, 128, 128)",0.0,0.0,0.12,0.5,0.01,0.02,0.34
223,"(307, 212, 126, 126)",0.0,0.0,0.08,0.54,0.01,0.02,0.35
224,"(306, 212, 126, 126)",0.0,0.0,0.06,0.49,0.01,0.02,0.41
225,"(307, 212, 126, 126)",0.0,0.0,0.06,0.56,0.01,0.02,0.34
226,"(307, 211, 126, 126)",0.0,0.0,0.28,0.31,0.01,0.06,0.33
227,"(307, 212, 127, 127)",0.01,0.0,0.15,0.38,0.01,0.04,0.41
228,"(307, 212, 126, 126)",0.01,0.02,0.12,0.28,0.02,0.05,0.51
229,"(307, 213, 125, 125)",0.01,0.0,0.09,0.38,0.01,0.03,0.47
230,"(305, 211, 126, 126)",0.01,0.0,0.25,0.37,0.01,0.08,0.28
231,"(307, 212, 125, 125)",0.0,0.0,0.16,0.55,0.01,0.03,0.25
232,"(306, 211, 126, 126)",0.0,0.0,0.16,0.51,0.01,0.05,0.27
233,"(306, 212, 125, 125)",0.0,0.0,0.12,0.46,0.01,0.07,0.34
234,"(305, 211, 127, 127)",0.0,0.0,0.11,0.31,0.01,0.06,0.49
235,"(306, 212, 126, 126)",0.01,0.0,0.16,0.49,0.01,0.03,0.3
236,"(304, 211, 128, 128)",0.0,0.0,0.11,0.35,0.01,0.04,0.47
237,"(306, 212, 126, 126)",0.0,0.0,0.13,0.43,0.02,0.03,0.38
238,"(305, 212, 125, 125)",0.0,0.0,0.22,0.34,0.01,0.06,0.36
239,"(306, 212, 126, 126)",0.01,0.01,0.18,0.36,0.02,0.05,0.37
240,"(305, 212, 126, 126)",0.0,0.0,0.09,0.51,0.01,0.04,0.34
241,"(307, 212, 125, 125)",0.01,0.0,0.25,0.43,0.01,0.12,0.18
242,"(306, 212, 126, 126)",0.01,0.02,0.15,0.29,0.02,0.03,0.47
243,"(306, 212, 126, 126)",0.01,0.01,0.13,0.48,0.02,0.04,0.32
244,"(307, 212, 125, 125)",0.01,0.0,0.34,0.31,0.01,0.12,0.22
245,"(306, 211, 127, 127)",0.0,0.0,0.12,0.5,0.01,0.08,0.29
246,"(307, 212, 125, 125)",0.0,0.0,0.2,0.49,0.01,0.08,0.22
247,"(307, 212, 124, 124)",0.01,0.0,0.29,0.4,0.01,0.08,0.2
248,"(305, 212, 125, 125)",0.0,0.0,0.14,0.49,0.01,0.08,0.28
249,"(306, 212, 126, 126)",0.01,0.01,0.14,0.41,0.01,0.05,0.37
250,"(306, 212, 125, 125)",0.0,0.0,0.15,0.53,0.01,0.09,0.22
251,"(307, 212, 124, 124)",0.0,0.0,0.14,0.55,0.01,0.05,0.25
252,"(306, 212, 126, 126)",0.01,0.0,0.15,0.38,0.02,0.04,0.39
253,"(306, 213, 125, 125)",0.01,0.01,0.14,0.29,0.02,0.04,0.49
254,"(305, 212, 125, 125)",0.0,0.0,0.25,0.25,0.02,0.09,0.39
255,"(306, 212, 125, 125)",0.01,0.0,0.23,0.28,0.02,0.06,0.4
256,"(305, 212, 127, 127)",0.0,0.0,0.07,0.31,0.01,0.02,0.59
257,"(305, 212, 127, 127)",0.0,0.01,0.06,0.43,0.01,0.02,0.47
258,"(306, 212, 125, 125)",0.01,0.0,0.26,0.39,0.02,0.07,0.26
259,"(306, 212, 125, 125)",0.01,0.0,0.27,0.37,0.02,0.06,0.29
260,"(306, 212, 126, 126)",0.01,0.01,0.17,0.42,0.02,0.04,0.34
261,"(306, 212, 126, 126)",0.01,0.01,0.22,0.39,0.02,0.04,0.32
262,"(306, 213, 126, 126)",0.01,0.01,0.24,0.41,0.03,0.03,0.27
263,"(306, 212, 125, 125)",0.0,0.0,0.12,0.59,0.01,0.06,0.22
264,"(305, 213, 126, 126)",0.01,0.01,0.07,0.47,0.01,0.02,0.41
265,"(306, 212, 126, 126)",0.01,0.01,0.12,0.45,0.03,0.03,0.36
266,"(304, 212, 126, 126)",0.01,0.0,0.1,0.31,0.03,0.03,0.52
267,"(305, 213, 125, 125)",0.01,0.0,0.07,0.33,0.01,0.01,0.56
268,"(305, 212, 126, 126)",0.01,0.0,0.13,0.39,0.05,0.01,0.41
269,"(305, 213, 125, 125)",0.01,0.01,0.15,0.22,0.03,0.03,0.55
270,"(305, 213, 126, 126)",0.01,0.01,0.17,0.2,0.03,0.01,0.57
271,"(305, 213, 125, 125)",0.01,0.01,0.16,0.23,0.03,0.02,0.55
272,"(305, 212, 126, 126)",0.01,0.0,0.12,0.39,0.03,0.02,0.44
273,"(306, 213, 125, 125)",0.01,0.01,0.12,0.29,0.02,0.03,0.51
274,"(305, 213, 125, 125)",0.01,0.01,0.16,0.37,0.02,0.03,0.4
275,"(305, 213, 126, 126)",0.0,0.01,0.09,0.31,0.02,0.02,0.55
276,"(306, 213, 123, 123)",0.0,0.0,0.14,0.43,0.02,0.04,0.36
277,"(305, 212, 125, 125)",0.0,0.0,0.14,0.53,0.01,0.04,0.27
278,"(305, 212, 126, 126)",0.0,0.0,0.21,0.42,0.03,0.06,0.28
279,"(305, 213, 124, 124)",0.0,0.0,0.15,0.42,0.02,0.06,0.36
280,"(305, 212, 125, 125)",0.0,0.0,0.13,0.49,0.02,0.04,0.32
281,"(305, 212, 125, 125)",0.0,0.0,0.09,0.48,0.02,0.03,0.36
282,"(305, 213, 125, 125)",0.01,0.01,0.16,0.3,0.02,0.03,0.47
283,"(305, 212, 125, 125)",0.01,0.0,0.1,0.48,0.02,0.03,0.37
284,"(305, 212, 125, 125)",0.0,0.0,0.09,0.5,0.01,0.04,0.35
285,"(306, 213, 125, 125)",0.01,0.01,0.21,0.16,0.02,0.04,0.54
286,"(305, 213, 124, 124)",0.01,0.01,0.16,0.34,0.01,0.07,0.4
287,"(306, 213, 124, 124)",0.01,0.01,0.18,0.31,0.02,0.03,0.45
288,"(305, 211, 126, 126)",0.0,0.0,0.12,0.49,0.01,0.07,0.3
289,"(306, 212, 125, 125)",0.0,0.0,0.12,0.47,0.02,0.04,0.35
290,"(306, 212, 125, 125)",0.0,0.0,0.11,0.56,0.01,0.05,0.26
291,"(306, 212, 125, 125)",0.01,0.0,0.14,0.41,0.02,0.09,0.34
292,"(306, 212, 125, 125)",0.01,0.0,0.15,0.46,0.02,0.05,0.3
293,"(306, 212, 125, 125)",0.01,0.0,0.13,0.43,0.02,0.05,0.37
294,"(305, 212, 125, 125)",0.0,0.0,0.14,0.53,0.01,0.06,0.25
295,"(306, 212, 125, 125)",0.01,0.0,0.12,0.43,0.01,0.06,0.36
296,"(306, 212, 125, 125)",0.01,0.0,0.11,0.39,0.02,0.04,0.43
297,"(306, 212, 125, 125)",0.01,0.01,0.16,0.42,0.02,0.11,0.26
298,"(306, 212, 125, 125)",0.01,0.0,0.11,0.46,0.02,0.04,0.35
299,"(305, 212, 125, 125)",0.0,0.0,0.06,0.5,0.01,0.04,0.38
300,"(306, 212, 126, 126)",0.01,0.01,0.19,0.26,0.03,0.05,0.46
301,"(307, 212, 125, 125)",0.01,0.0,0.09,0.46,0.02,0.05,0.37
302,"(306, 212, 125, 125)",0.01,0.0,0.08,0.42,0.02,0.04,0.42
303,"(305, 212, 126, 126)",0.01,0.01,0.11,0.41,0.02,0.02,0.43
304,"(306, 212, 125, 125)",0.0,0.0,0.06,0.62,0.01,0.03,0.28
305,"(305, 211, 127, 127)",0.01,0.0,0.05,0.48,0.01,0.03,0.43
306,"(306, 212, 125, 125)",0.0,0.0,0.06,0.51,0.01,0.02,0.39
307,"(307, 213, 124, 124)",0.01,0.01,0.13,0.39,0.03,0.02,0.41
308,"(305, 212, 125, 125)",0.01,0.0,0.07,0.47,0.02,0.04,0.39
309,"(306, 212, 126, 126)",0.01,0.0,0.13,0.38,0.03,0.02,0.43
310,"(306, 212, 125, 125)",0.0,0.0,0.06,0.52,0.01,0.03,0.37
311,"(306, 212, 125, 125)",0.01,0.01,0.09,0.41,0.02,0.03,0.43
312,"(305, 212, 126, 126)",0.0,0.0,0.06,0.48,0.01,0.01,0.43
313,"(307, 212, 124, 124)",0.0,0.0,0.18,0.47,0.02,0.03,0.3
314,"(306, 211, 126, 126)",0.01,0.0,0.14,0.29,0.02,0.09,0.45
315,"(306, 212, 125, 125)",0.01,0.01,0.1,0.47,0.02,0.04,0.35
