,box,angry,disgust,fear,happy,sad,surprise,neutral
69,"(351, 227, 108, 108)",0.05,0.0,0.03,0.02,0.46,0.0,0.44
70,"(353, 233, 106, 106)",0.04,0.0,0.05,0.02,0.5,0.0,0.39
71,"(350, 233, 111, 111)",0.06,0.0,0.02,0.06,0.55,0.0,0.31
72,"(351, 236, 109, 109)",0.05,0.0,0.02,0.03,0.57,0.0,0.33
73,"(353, 238, 107, 107)",0.05,0.0,0.01,0.1,0.33,0.0,0.51
74,"(352, 237, 109, 109)",0.05,0.0,0.01,0.06,0.35,0.0,0.52
75,"(353, 238, 107, 107)",0.08,0.0,0.01,0.08,0.44,0.0,0.38
76,"(352, 236, 108, 108)",0.06,0.0,0.01,0.02,0.52,0.0,0.38
77,"(352, 236, 108, 108)",0.07,0.0,0.02,0.04,0.53,0.0,0.34
78,"(352, 235, 108, 108)",0.08,0.0,0.01,0.06,0.38,0.0,0.48
79,"(354, 239, 100, 100)",0.07,0.0,0.02,0.03,0.41,0.0,0.48
80,"(355, 237, 104, 104)",0.05,0.0,0.02,0.1,0.45,0.0,0.37
81,"(352, 234, 109, 109)",0.08,0.0,0.01,0.09,0.32,0.0,0.5
82,"(345, 224, 121, 121)",0.03,0.0,0.0,0.04,0.13,0.0,0.79
83,"(353, 233, 106, 106)",0.05,0.0,0.02,0.4,0.15,0.0,0.38
84,"(353, 229, 108, 108)",0.05,0.0,0.01,0.3,0.12,0.0,0.52
85,"(351, 228, 114, 114)",0.03,0.0,0.02,0.29,0.13,0.0,0.53
86,"(352, 223, 112, 112)",0.02,0.0,0.01,0.25,0.09,0.0,0.63
87,"(355, 225, 108, 108)",0.02,0.0,0.02,0.18,0.14,0.0,0.64
88,"(353, 222, 113, 113)",0.03,0.0,0.01,0.39,0.14,0.0,0.43
89,"(353, 222, 113, 113)",0.02,0.0,0.01,0.41,0.1,0.0,0.47
90,"(355, 225, 107, 107)",0.01,0.0,0.01,0.27,0.1,0.0,0.6
91,"(352, 221, 113, 113)",0.01,0.0,0.01,0.21,0.08,0.0,0.68
92,"(352, 221, 113, 113)",0.02,0.0,0.01,0.18,0.13,0.0,0.67
93,"(352, 221, 113, 113)",0.04,0.0,0.01,0.11,0.16,0.0,0.68
94,"(352, 219, 114, 114)",0.02,0.0,0.01,0.28,0.08,0.0,0.62
95,"(355, 223, 109, 109)",0.01,0.0,0.02,0.41,0.13,0.0,0.42
96,"(354, 220, 112, 112)",0.03,0.0,0.01,0.34,0.13,0.0,0.48
97,"(356, 224, 105, 105)",0.01,0.0,0.01,0.26,0.14,0.0,0.56
98,"(356, 225, 104, 104)",0.01,0.0,0.03,0.18,0.21,0.0,0.57
99,"(356, 225, 105, 105)",0.03,0.01,0.03,0.24,0.26,0.0,0.43
100,"(354, 221, 112, 112)",0.02,0.0,0.01,0.37,0.14,0.0,0.46
101,"(356, 224, 107, 107)",0.02,0.0,0.03,0.22,0.31,0.0,0.42
102,"(356, 223, 108, 108)",0.03,0.0,0.03,0.15,0.24,0.0,0.55
103,"(357, 223, 107, 107)",0.03,0.0,0.02,0.27,0.21,0.0,0.46
104,"(353, 219, 113, 113)",0.02,0.0,0.01,0.15,0.13,0.0,0.69
105,"(357, 223, 108, 108)",0.02,0.0,0.03,0.26,0.15,0.0,0.54
106,"(356, 223, 109, 109)",0.02,0.0,0.05,0.16,0.28,0.0,0.49
107,"(354, 220, 112, 112)",0.02,0.0,0.02,0.25,0.14,0.0,0.57
108,"(354, 220, 112, 112)",0.02,0.0,0.02,0.39,0.12,0.0,0.46
109,"(356, 223, 108, 108)",0.02,0.01,0.02,0.37,0.23,0.0,0.35
110,"(352, 223, 115, 115)",0.0,0.0,0.01,0.7,0.06,0.0,0.23
111,"(353, 224, 113, 113)",0.01,0.0,0.01,0.51,0.08,0.0,0.38
112,"(353, 225, 113, 113)",0.0,0.0,0.0,0.66,0.04,0.0,0.28
113,"(352, 223, 114, 114)",0.01,0.0,0.01,0.67,0.04,0.0,0.27
114,"(354, 221, 111, 111)",0.03,0.01,0.01,0.23,0.14,0.0,0.59
115,"(352, 220, 113, 113)",0.02,0.0,0.01,0.55,0.05,0.0,0.38
116,"(352, 224, 114, 114)",0.0,0.0,0.0,0.58,0.06,0.0,0.34
117,"(355, 223, 108, 108)",0.02,0.0,0.02,0.32,0.16,0.0,0.47
118,"(355, 223, 108, 108)",0.03,0.0,0.03,0.24,0.24,0.0,0.46
119,"(355, 223, 108, 108)",0.03,0.01,0.03,0.22,0.23,0.0,0.48
120,"(355, 222, 110, 110)",0.02,0.0,0.02,0.2,0.18,0.0,0.57
121,"(355, 223, 108, 108)",0.02,0.01,0.02,0.24,0.22,0.0,0.48
122,"(355, 223, 108, 108)",0.03,0.01,0.02,0.23,0.21,0.0,0.5
123,"(355, 223, 108, 108)",0.03,0.01,0.02,0.19,0.24,0.0,0.51
124,"(352, 225, 113, 113)",0.01,0.0,0.01,0.44,0.08,0.0,0.46
125,"(355, 223, 108, 108)",0.02,0.0,0.03,0.16,0.27,0.0,0.52
126,"(355, 222, 108, 108)",0.02,0.01,0.02,0.17,0.18,0.0,0.6
127,"(356, 223, 107, 107)",0.02,0.0,0.03,0.33,0.18,0.0,0.44
128,"(356, 223, 107, 107)",0.02,0.0,0.02,0.32,0.18,0.0,0.46
129,"(356, 223, 107, 107)",0.02,0.0,0.03,0.34,0.17,0.0,0.43
130,"(355, 222, 108, 108)",0.01,0.0,0.01,0.55,0.11,0.0,0.31
131,"(354, 220, 112, 112)",0.01,0.0,0.02,0.38,0.15,0.0,0.44
132,"(357, 223, 106, 106)",0.02,0.02,0.03,0.11,0.32,0.0,0.49
133,"(356, 223, 107, 107)",0.01,0.0,0.03,0.47,0.17,0.0,0.31
134,"(356, 223, 107, 107)",0.02,0.0,0.03,0.33,0.21,0.0,0.4
135,"(356, 223, 107, 107)",0.01,0.0,0.01,0.53,0.11,0.0,0.34
136,"(356, 222, 108, 108)",0.01,0.0,0.01,0.5,0.11,0.0,0.36
137,"(357, 223, 107, 107)",0.02,0.0,0.02,0.46,0.18,0.0,0.32
138,"(357, 222, 108, 108)",0.03,0.0,0.02,0.39,0.15,0.0,0.41
139,"(357, 221, 111, 111)",0.02,0.0,0.02,0.2,0.3,0.0,0.46
140,"(358, 222, 108, 108)",0.02,0.0,0.02,0.33,0.19,0.0,0.43
141,"(357, 221, 110, 110)",0.02,0.0,0.02,0.38,0.14,0.0,0.44
142,"(358, 223, 107, 107)",0.01,0.0,0.01,0.37,0.21,0.0,0.39
143,"(356, 218, 113, 113)",0.01,0.0,0.01,0.31,0.09,0.0,0.58
144,"(356, 218, 113, 113)",0.01,0.0,0.01,0.35,0.11,0.0,0.51
145,"(359, 223, 106, 106)",0.02,0.0,0.02,0.38,0.23,0.0,0.35
146,"(356, 219, 112, 112)",0.02,0.0,0.01,0.28,0.1,0.0,0.59
147,"(356, 220, 112, 112)",0.01,0.0,0.01,0.27,0.11,0.0,0.59
148,"(356, 219, 113, 113)",0.01,0.0,0.01,0.41,0.08,0.0,0.49
149,"(356, 219, 113, 113)",0.01,0.0,0.01,0.38,0.08,0.0,0.51
150,"(356, 219, 113, 113)",0.02,0.0,0.01,0.19,0.15,0.0,0.63
151,"(355, 218, 115, 115)",0.01,0.0,0.01,0.37,0.09,0.0,0.51
152,"(356, 218, 114, 114)",0.02,0.0,0.0,0.49,0.06,0.0,0.43
153,"(356, 219, 113, 113)",0.01,0.0,0.01,0.5,0.12,0.0,0.35
154,"(356, 218, 114, 114)",0.01,0.0,0.0,0.64,0.05,0.0,0.28
155,"(356, 219, 113, 113)",0.02,0.0,0.01,0.37,0.09,0.0,0.52
156,"(355, 218, 115, 115)",0.01,0.0,0.0,0.77,0.04,0.0,0.17
157,"(355, 220, 113, 113)",0.01,0.0,0.01,0.64,0.06,0.0,0.27
158,"(356, 218, 114, 114)",0.0,0.0,0.0,0.78,0.02,0.0,0.19
159,"(355, 219, 113, 113)",0.01,0.0,0.0,0.66,0.05,0.0,0.27
160,"(356, 219, 112, 112)",0.01,0.0,0.0,0.68,0.04,0.0,0.27
161,"(358, 221, 109, 109)",0.02,0.0,0.01,0.66,0.05,0.0,0.26
162,"(356, 220, 112, 112)",0.01,0.0,0.0,0.8,0.04,0.0,0.15
163,"(358, 223, 107, 107)",0.01,0.0,0.01,0.76,0.06,0.0,0.17
164,"(358, 223, 107, 107)",0.01,0.0,0.0,0.81,0.03,0.0,0.15
165,"(358, 223, 106, 106)",0.01,0.0,0.01,0.56,0.09,0.0,0.34
166,"(358, 224, 105, 105)",0.02,0.0,0.01,0.68,0.11,0.0,0.17
167,"(357, 225, 105, 105)",0.02,0.0,0.01,0.64,0.14,0.0,0.18
168,"(353, 219, 113, 113)",0.0,0.0,0.0,0.8,0.02,0.0,0.17
169,"(356, 222, 110, 110)",0.01,0.0,0.0,0.73,0.05,0.0,0.21
170,"(357, 225, 104, 104)",0.01,0.0,0.01,0.61,0.12,0.0,0.24
171,"(357, 224, 106, 106)",0.02,0.0,0.01,0.6,0.11,0.0,0.26
172,"(357, 224, 106, 106)",0.02,0.01,0.02,0.48,0.25,0.0,0.22
173,"(354, 226, 112, 112)",0.0,0.0,0.0,0.95,0.01,0.0,0.04
174,"(356, 224, 106, 106)",0.02,0.0,0.01,0.63,0.15,0.0,0.19
175,"(357, 224, 105, 105)",0.02,0.0,0.01,0.62,0.12,0.0,0.23
176,"(356, 224, 106, 106)",0.02,0.0,0.01,0.6,0.1,0.0,0.27
177,"(352, 229, 110, 110)",0.0,0.0,0.0,0.89,0.02,0.0,0.08
178,"(355, 223, 107, 107)",0.02,0.0,0.01,0.57,0.13,0.0,0.27
179,"(352, 224, 113, 113)",0.0,0.0,0.0,0.93,0.02,0.0,0.05
180,"(354, 223, 107, 107)",0.01,0.0,0.0,0.79,0.09,0.0,0.1
181,"(354, 223, 107, 107)",0.01,0.0,0.01,0.69,0.11,0.0,0.18
182,"(354, 223, 107, 107)",0.01,0.0,0.01,0.62,0.15,0.0,0.2
183,"(354, 223, 107, 107)",0.01,0.0,0.01,0.61,0.17,0.0,0.19
184,"(352, 223, 112, 112)",0.0,0.0,0.0,0.9,0.02,0.0,0.07
185,"(354, 223, 107, 107)",0.01,0.0,0.0,0.79,0.05,0.0,0.14
186,"(354, 222, 108, 108)",0.01,0.0,0.0,0.8,0.05,0.0,0.14
187,"(354, 223, 107, 107)",0.01,0.0,0.01,0.69,0.06,0.0,0.23
188,"(354, 222, 108, 108)",0.01,0.0,0.01,0.78,0.05,0.0,0.15
189,"(354, 223, 107, 107)",0.01,0.0,0.01,0.63,0.11,0.0,0.23
190,"(354, 223, 106, 106)",0.01,0.0,0.01,0.53,0.11,0.0,0.33
191,"(354, 223, 107, 107)",0.01,0.0,0.02,0.58,0.14,0.0,0.25
192,"(355, 223, 107, 107)",0.01,0.0,0.01,0.55,0.18,0.0,0.23
193,"(354, 222, 108, 108)",0.01,0.0,0.0,0.78,0.06,0.0,0.14
194,"(354, 223, 106, 106)",0.01,0.0,0.01,0.54,0.12,0.0,0.31
195,"(355, 223, 106, 106)",0.01,0.0,0.01,0.61,0.15,0.0,0.21
196,"(355, 223, 105, 105)",0.02,0.0,0.02,0.38,0.22,0.0,0.34
197,"(356, 223, 106, 106)",0.02,0.0,0.02,0.5,0.15,0.0,0.3
198,"(351, 225, 114, 114)",0.0,0.02,0.0,0.88,0.02,0.0,0.08
199,"(356, 223, 106, 106)",0.01,0.0,0.01,0.57,0.13,0.0,0.27
200,"(355, 223, 107, 107)",0.01,0.0,0.01,0.64,0.14,0.0,0.2
201,"(356, 223, 106, 106)",0.01,0.0,0.01,0.75,0.07,0.0,0.16
202,"(355, 220, 110, 110)",0.03,0.0,0.01,0.55,0.11,0.0,0.29
203,"(356, 223, 107, 107)",0.01,0.0,0.01,0.68,0.07,0.0,0.23
204,"(355, 220, 112, 112)",0.01,0.0,0.0,0.76,0.05,0.0,0.18
205,"(355, 220, 112, 112)",0.01,0.0,0.01,0.71,0.05,0.0,0.22
206,"(356, 221, 110, 110)",0.01,0.0,0.0,0.75,0.05,0.0,0.18
207,"(357, 222, 109, 109)",0.01,0.0,0.01,0.74,0.07,0.0,0.17
208,"(358, 223, 106, 106)",0.03,0.01,0.01,0.39,0.18,0.0,0.39
209,"(356, 220, 111, 111)",0.01,0.0,0.01,0.71,0.07,0.0,0.2
210,"(356, 220, 111, 111)",0.01,0.0,0.01,0.67,0.07,0.0,0.24
211,"(356, 218, 113, 113)",0.01,0.0,0.0,0.72,0.05,0.0,0.22
212,"(359, 223, 106, 106)",0.02,0.0,0.01,0.47,0.1,0.0,0.4
213,"(356, 219, 113, 113)",0.01,0.0,0.0,0.6,0.07,0.0,0.31
214,"(357, 220, 111, 111)",0.01,0.0,0.01,0.63,0.06,0.0,0.28
215,"(359, 223, 107, 107)",0.01,0.0,0.01,0.6,0.1,0.0,0.27
216,"(359, 222, 108, 108)",0.02,0.0,0.01,0.59,0.08,0.0,0.29
217,"(359, 222, 108, 108)",0.02,0.0,0.01,0.48,0.08,0.0,0.41
218,"(358, 223, 107, 107)",0.01,0.0,0.01,0.57,0.14,0.0,0.26
219,"(359, 223, 107, 107)",0.01,0.0,0.01,0.72,0.07,0.0,0.19
220,"(358, 223, 107, 107)",0.01,0.0,0.01,0.56,0.1,0.0,0.32
221,"(355, 219, 113, 113)",0.01,0.0,0.0,0.81,0.03,0.0,0.15
222,"(358, 223, 107, 107)",0.01,0.0,0.01,0.7,0.07,0.0,0.22
223,"(358, 223, 107, 107)",0.01,0.0,0.01,0.7,0.08,0.0,0.19
224,"(358, 223, 107, 107)",0.01,0.0,0.01,0.63,0.09,0.0,0.26
225,"(358, 223, 107, 107)",0.01,0.0,0.02,0.46,0.14,0.0,0.36
226,"(356, 223, 106, 106)",0.02,0.01,0.01,0.43,0.15,0.0,0.38
227,"(358, 223, 106, 106)",0.01,0.0,0.01,0.62,0.08,0.0,0.27
228,"(358, 225, 105, 105)",0.01,0.0,0.01,0.53,0.15,0.0,0.3
229,"(358, 224, 106, 106)",0.02,0.0,0.02,0.27,0.21,0.0,0.47
230,"(358, 224, 106, 106)",0.02,0.0,0.02,0.27,0.25,0.0,0.44
231,"(357, 225, 105, 105)",0.01,0.0,0.01,0.5,0.22,0.0,0.25
232,"(356, 221, 110, 110)",0.01,0.0,0.0,0.64,0.05,0.0,0.29
233,"(355, 221, 111, 111)",0.01,0.0,0.01,0.63,0.06,0.0,0.3
234,"(357, 224, 105, 105)",0.01,0.0,0.01,0.56,0.11,0.0,0.3
235,"(357, 223, 108, 108)",0.01,0.0,0.01,0.7,0.07,0.0,0.21
236,"(356, 221, 111, 111)",0.01,0.0,0.0,0.79,0.04,0.0,0.16
237,"(359, 224, 105, 105)",0.02,0.0,0.02,0.57,0.11,0.0,0.28
238,"(355, 220, 111, 111)",0.02,0.0,0.01,0.63,0.07,0.0,0.27
239,"(358, 223, 108, 108)",0.02,0.0,0.02,0.5,0.18,0.0,0.28
240,"(357, 222, 109, 109)",0.02,0.0,0.02,0.45,0.2,0.0,0.3
241,"(355, 219, 112, 112)",0.01,0.0,0.01,0.45,0.09,0.0,0.44
242,"(359, 223, 107, 107)",0.01,0.0,0.01,0.73,0.05,0.0,0.2
243,"(358, 222, 108, 108)",0.02,0.0,0.01,0.61,0.06,0.0,0.3
244,"(357, 221, 110, 110)",0.02,0.0,0.01,0.5,0.08,0.0,0.4
245,"(358, 222, 108, 108)",0.02,0.0,0.01,0.4,0.1,0.0,0.47
246,"(358, 224, 106, 106)",0.02,0.0,0.01,0.51,0.13,0.0,0.33
247,"(357, 220, 111, 111)",0.02,0.0,0.01,0.44,0.14,0.0,0.39
248,"(356, 219, 113, 113)",0.01,0.0,0.0,0.61,0.07,0.0,0.3
249,"(357, 221, 110, 110)",0.01,0.0,0.01,0.42,0.11,0.0,0.45
250,"(359, 222, 109, 109)",0.01,0.0,0.01,0.57,0.08,0.0,0.33
251,"(357, 220, 111, 111)",0.01,0.0,0.01,0.39,0.11,0.0,0.47
252,"(357, 220, 110, 110)",0.02,0.0,0.02,0.24,0.21,0.0,0.5
253,"(356, 219, 113, 113)",0.02,0.0,0.01,0.41,0.11,0.0,0.45
254,"(356, 219, 113, 113)",0.02,0.0,0.01,0.48,0.12,0.0,0.38
255,"(357, 219, 111, 111)",0.02,0.01,0.0,0.36,0.07,0.0,0.55
256,"(357, 220, 111, 111)",0.01,0.0,0.01,0.37,0.11,0.0,0.49
257,"(360, 225, 105, 105)",0.01,0.0,0.02,0.36,0.25,0.0,0.35
258,"(356, 220, 111, 111)",0.01,0.0,0.01,0.57,0.07,0.0,0.34
259,"(359, 223, 107, 107)",0.01,0.0,0.01,0.61,0.08,0.0,0.27
260,"(358, 225, 106, 106)",0.02,0.0,0.02,0.33,0.27,0.0,0.35
261,"(357, 219, 111, 111)",0.02,0.0,0.01,0.48,0.09,0.0,0.41
262,"(357, 221, 110, 110)",0.01,0.0,0.01,0.63,0.09,0.0,0.26
263,"(355, 219, 112, 112)",0.02,0.0,0.01,0.53,0.1,0.0,0.35
264,"(358, 223, 107, 107)",0.01,0.0,0.01,0.44,0.12,0.0,0.41
265,"(358, 222, 109, 109)",0.02,0.0,0.02,0.35,0.16,0.0,0.45
266,"(358, 223, 106, 106)",0.01,0.0,0.01,0.54,0.09,0.0,0.34
267,"(356, 221, 111, 111)",0.01,0.0,0.01,0.56,0.08,0.0,0.34
268,"(357, 223, 106, 106)",0.02,0.0,0.01,0.49,0.1,0.0,0.38
269,"(357, 223, 106, 106)",0.02,0.0,0.02,0.34,0.17,0.0,0.45
270,"(356, 221, 110, 110)",0.01,0.0,0.01,0.55,0.11,0.0,0.31
271,"(356, 223, 106, 106)",0.02,0.01,0.02,0.39,0.21,0.0,0.34
272,"(357, 223, 106, 106)",0.03,0.0,0.04,0.22,0.24,0.0,0.48
273,"(357, 224, 105, 105)",0.03,0.0,0.04,0.12,0.31,0.0,0.5
274,"(356, 223, 107, 107)",0.01,0.0,0.04,0.27,0.29,0.0,0.39
275,"(357, 223, 106, 106)",0.02,0.0,0.03,0.32,0.18,0.0,0.45
276,"(356, 223, 107, 107)",0.01,0.0,0.01,0.48,0.11,0.0,0.39
277,"(356, 223, 107, 107)",0.01,0.0,0.01,0.49,0.13,0.0,0.35
278,"(356, 223, 106, 106)",0.01,0.0,0.02,0.25,0.15,0.0,0.56
279,"(355, 221, 110, 110)",0.01,0.0,0.01,0.52,0.1,0.0,0.35
280,"(356, 223, 106, 106)",0.01,0.0,0.02,0.35,0.23,0.0,0.37
281,"(354, 224, 112, 112)",0.01,0.01,0.01,0.7,0.07,0.0,0.21
282,"(357, 223, 105, 105)",0.02,0.0,0.03,0.19,0.18,0.0,0.57
283,"(356, 223, 106, 106)",0.01,0.0,0.01,0.46,0.13,0.0,0.38
284,"(357, 224, 105, 105)",0.01,0.0,0.02,0.28,0.23,0.0,0.46
285,"(357, 222, 108, 108)",0.02,0.0,0.02,0.36,0.17,0.0,0.42
286,"(356, 223, 107, 107)",0.01,0.0,0.03,0.34,0.23,0.0,0.38
287,"(356, 222, 107, 107)",0.01,0.0,0.02,0.4,0.1,0.0,0.46
288,"(356, 222, 107, 107)",0.03,0.01,0.02,0.32,0.26,0.0,0.35
289,"(356, 222, 107, 107)",0.04,0.02,0.02,0.39,0.28,0.0,0.25
290,"(356, 223, 106, 106)",0.03,0.01,0.02,0.24,0.29,0.0,0.42
291,"(354, 220, 111, 111)",0.02,0.01,0.01,0.51,0.16,0.0,0.3
292,"(356, 222, 108, 108)",0.02,0.0,0.02,0.43,0.24,0.0,0.29
293,"(357, 223, 106, 106)",0.03,0.01,0.03,0.27,0.42,0.0,0.24
294,"(357, 223, 106, 106)",0.03,0.01,0.03,0.3,0.31,0.0,0.31
295,"(356, 222, 108, 108)",0.02,0.0,0.02,0.43,0.23,0.0,0.3
296,"(356, 222, 108, 108)",0.02,0.0,0.02,0.37,0.21,0.0,0.38
297,"(356, 222, 107, 107)",0.02,0.0,0.01,0.57,0.14,0.0,0.26
298,"(356, 222, 107, 107)",0.01,0.0,0.01,0.64,0.11,0.0,0.23
299,"(356, 223, 106, 106)",0.02,0.0,0.03,0.2,0.35,0.0,0.39
300,"(356, 222, 107, 107)",0.04,0.02,0.02,0.34,0.24,0.0,0.33
301,"(353, 223, 114, 114)",0.01,0.02,0.01,0.58,0.15,0.0,0.23
302,"(355, 223, 107, 107)",0.01,0.0,0.07,0.1,0.35,0.0,0.46
303,"(355, 222, 107, 107)",0.02,0.0,0.02,0.33,0.19,0.0,0.43
304,"(353, 224, 113, 113)",0.01,0.01,0.01,0.51,0.15,0.0,0.31
305,"(356, 222, 108, 108)",0.02,0.0,0.03,0.24,0.24,0.0,0.47
306,"(355, 222, 107, 107)",0.01,0.01,0.01,0.44,0.09,0.0,0.44
307,"(352, 223, 114, 114)",0.01,0.01,0.01,0.45,0.16,0.0,0.35
308,"(355, 222, 108, 108)",0.02,0.0,0.02,0.3,0.15,0.0,0.5
309,"(355, 222, 108, 108)",0.02,0.0,0.01,0.42,0.11,0.0,0.43
310,"(354, 223, 107, 107)",0.01,0.0,0.02,0.35,0.21,0.0,0.4
311,"(355, 222, 108, 108)",0.02,0.0,0.02,0.23,0.18,0.0,0.54
312,"(355, 222, 108, 108)",0.03,0.0,0.02,0.32,0.22,0.0,0.41
313,"(354, 222, 107, 107)",0.02,0.0,0.01,0.26,0.15,0.0,0.56
314,"(355, 222, 108, 108)",0.03,0.0,0.03,0.19,0.24,0.0,0.51
315,"(355, 223, 107, 107)",0.02,0.01,0.03,0.22,0.24,0.0,0.47
